MaarjAM accession number,GenBank accession number,Fungal class,Fungal order,Fungal family,Fungal genus,Fungal species,VTX,Source,Source specify,Host subclass,Host superorder,Host order,Host family,Host genus,Host species,Ecosystem,Biome,Habitat,Climatic zone,Biogeo realm,Soil pH,C content,P content,N content,Altitude (m),Average annual precipitation (mm),Continent,Country,State,Location,Coordinates,Culture code,Forward primer,Reverse primer,Marker region,Sequencing method,Sequencing chemistry,Journal,Year,Title,Authors
ESA02294,AB047308,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,callosa,VTX00242,cultured spores,W4771/Att321-10,unspecified subclass,,,unspecified family,unspecified genus,unspecified species,culture,,culture,temperate,Palearctic,,,,,,,Asia,Japan,Iwate Prefecture,"Morioko, Tohoku National Agricultural Experiment Station",0deg0.00' 0deg0.00',W4771/Att321-10,EcoNS1,NS8KX,18S rDNA,Sanger,,Mycological Research,2007,"Molecular phylogeny and new taxa in the Archaeosporales (Glomeromycota): Ambispora fennica gen.sp.nov., Ambisporaceae fam. nov., and emendation of Archaeospora and Archaeosporaceae","Walker, C.; Vestberg, M.; Demircik, F.; Stockinger, H.; Saito, M.; Sawaki, H.; Nishmura, I.; Schussler, A."
ESA02534,AB193047,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,leptoticha,VTX00242,cultured spores,MAFF520055,unspecified subclass,,,,,,grassland,Temperate seminatural grassland,semi-natural grassland,temperate,Palearctic,,,,,,,Asia,Japan,Tochigi Prefecture,"National Grassland Research Institute, Mt Fujinitayama experimental farm",36deg55.00'N 139deg58.00'E,MAFF520055,AMV4.5NF,AMDGR,18S rDNA,Sanger,,Grassland Science,2005,A new primer for discrimination of arbuscular mycorrhizal fungi with polymerase chain reaction-denature gradient gel electrophoresis,"Sato, S.; Suyama, Y.; Saito, M.; Sugawara, K."
ESA00202,AB220172,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,sp.,VTX00242,other,trap culture WL1,unspecified subclass,,,unspecified family,unspecified genus,unspecified species,anthropogenic,Anthropogenic ecosystem,abandoned quarry,subtropical,Palearctic,3.4,1.9 g kg-1 (total C),7.6 mg kg-1 (Truog-P),0.3 g kg-1 (total N),150-200,1600,Asia,Japan,Aichi prefecture,Hazu-cho,34deg47.00'N 137deg7.00'E,,NS1,NS4,18S rDNA,Sanger,,Plant and Soil ,2008,Plant symbiotic microorganisms in acid sulfate soil: significance in the growth of pioneer plants,"Maki, T.; Nomachi, M.; Yoshida, S.; Ezawa, T."
ESA02295,AB259840,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,callosa,,cultured spores,W4768/Att1321-4,unspecified subclass,,,unspecified family,unspecified genus,unspecified species,grassland,Temperate seminatural grassland,grassland on volcanic soil,temperate,Palearctic,,,,,,,Asia,Japan,Tokyo Prefecture,Miyakejima island,34deg5.00'N 139deg31.00'E,W4768/Att1321-4,ITS1,ITS4,ITS,Sanger,,Mycological Research,2007,"Molecular phylogeny and new taxa in the Archaeosporales (Glomeromycota): Ambispora fennica gen.sp.nov., Ambisporaceae fam. nov., and emendation of Archaeospora and Archaeosporaceae","Walker, C.; Vestberg, M.; Demircik, F.; Stockinger, H.; Saito, M.; Sawaki, H.; Nishmura, I.; Schussler, A."
ESA02296,AB259841,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,callosa,,cultured spores,W4768/Att1321-4,unspecified subclass,,,unspecified family,unspecified genus,unspecified species,grassland,Temperate seminatural grassland,grassland on volcanic soil,temperate,Palearctic,,,,,,,Asia,Japan,Tokyo Prefecture,Miyakejima island,34deg5.00'N 139deg31.00'E,W4768/Att1321-4,ITS1,ITS4,ITS,Sanger,,Mycological Research,2007,"Molecular phylogeny and new taxa in the Archaeosporales (Glomeromycota): Ambispora fennica gen.sp.nov., Ambisporaceae fam. nov., and emendation of Archaeospora and Archaeosporaceae","Walker, C.; Vestberg, M.; Demircik, F.; Stockinger, H.; Saito, M.; Sawaki, H.; Nishmura, I.; Schussler, A."
ESA02297,AB259846,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,callosa,,cultured spores,W4772/Att1322-4,unspecified subclass,,,unspecified family,unspecified genus,unspecified species,culture,,culture,temperate,Palearctic,,,,,,,Asia,Japan,Hokkaido Prefecture,Sapporo,43deg4.00'N 141deg22.00'E,W4772/Att1322-4,ITS1,ITS4,ITS,Sanger,,Mycological Research,2007,"Molecular phylogeny and new taxa in the Archaeosporales (Glomeromycota): Ambispora fennica gen.sp.nov., Ambisporaceae fam. nov., and emendation of Archaeospora and Archaeosporaceae","Walker, C.; Vestberg, M.; Demircik, F.; Stockinger, H.; Saito, M.; Sawaki, H.; Nishmura, I.; Schussler, A."
ESA00439,AB365834,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,Yamato09 E,VTX00051,plant roots,,Magnoliidae,Rosanae,Brassicales,Moringaceae,Moringa,oleifera,grassland,Tropical grasslands & savannas,savannah,tropical,Afrotropic,6.5-7.7,,12-1328 mg kg-1 (Truog-P),,1164,975-1474,Africa,Uganda,,Tororo,0deg41.16'N 34deg6.36'E,,NS31,AM1,18S rDNA,Sanger,,Mycoscience,2009,"Community of arbuscular mycorrhizal fungi in drought-resistant plants, Moringa spp., in semiarid regions in Madagascar and Uganda","Yamato, M.; Ikeda, S.; Iwase, K."
MOA05166,AB369798,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,An08 ARC1,,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Miscanthus,sinensis,successional,Azonal & successional,revegetated sugarcane field,subtropical,Palearctic,5.7 (3.5-6.9),"7.5 (5.4-57.7 g kg-1, total C)",,,40-50,2437,Asia,Japan,Okinawa Prefecture,Nago,26deg35.00'N 127deg58.00'E,,LR1,FLR2,28S rDNA,Sanger,,Soil Science and Plant Nutrition,2008,Community structure of arbuscular mycorrhizal fungi associated with pioneer grass species Miscanthus sinensis in acid sulfate soils: habitat segregation along pH gradients,"An, G.H.; Miyakawa, S.; Kawahara, A.; Osaki, M.; Ezawa, T."
MOA05167,AB369803,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,An08 ARC1,,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Miscanthus,sinensis,successional,Azonal & successional,revegetated sugarcane field,subtropical,Palearctic,5.7 (3.5-6.9),"7.5 (5.4-57.7 g kg-1, total C)",,,40-50,2437,Asia,Japan,Okinawa Prefecture,Nago,26deg35.00'N 127deg58.00'E,,LR1,FLR2,28S rDNA,Sanger,,Soil Science and Plant Nutrition,2008,Community structure of arbuscular mycorrhizal fungi associated with pioneer grass species Miscanthus sinensis in acid sulfate soils: habitat segregation along pH gradients,"An, G.H.; Miyakawa, S.; Kawahara, A.; Osaki, M.; Ezawa, T."
MOA05169,AB369805,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,An08 ARC1,,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Miscanthus,sinensis,successional,Azonal & successional,grassland developed after clearcut,temperate,Palearctic,5.7 (5.4-6.1),10-26 g kg-1 (total C),,,30,1017,Asia,Japan,Hokkaido Prefecture,Atsuma,42deg43.00'N 141deg52.00'E,,LR1,FLR2,28S rDNA,Sanger,,Soil Science and Plant Nutrition,2008,Community structure of arbuscular mycorrhizal fungi associated with pioneer grass species Miscanthus sinensis in acid sulfate soils: habitat segregation along pH gradients,"An, G.H.; Miyakawa, S.; Kawahara, A.; Osaki, M.; Ezawa, T."
MOA05170,AB369806,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,An08 ARC1,,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Miscanthus,sinensis,successional,Azonal & successional,grassland developed after clearcut,temperate,Palearctic,5.7 (5.4-6.1),10-26 g kg-1 (total C),,,30,1017,Asia,Japan,Hokkaido Prefecture,Atsuma,42deg43.00'N 141deg52.00'E,,LR1,FLR2,28S rDNA,Sanger,,Soil Science and Plant Nutrition,2008,Community structure of arbuscular mycorrhizal fungi associated with pioneer grass species Miscanthus sinensis in acid sulfate soils: habitat segregation along pH gradients,"An, G.H.; Miyakawa, S.; Kawahara, A.; Osaki, M.; Ezawa, T."
MOA05168,AB369807,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,An08 ARC1,,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Miscanthus,sinensis,successional,Azonal & successional,abandoned quarry,temperate,Palearctic,3.7 (2.7-5.4),1.4-4.9 g kg-1 (total C),,,30-50,1169,Asia,Japan,Hokkaido Prefecture,Rankonshi,42deg42.00'N 140deg21.00'E,,LR1,FLR2,28S rDNA,Sanger,,Soil Science and Plant Nutrition,2008,Community structure of arbuscular mycorrhizal fungi associated with pioneer grass species Miscanthus sinensis in acid sulfate soils: habitat segregation along pH gradients,"An, G.H.; Miyakawa, S.; Kawahara, A.; Osaki, M.; Ezawa, T."
MOA05171,AB369821,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,An08 ARC1,,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Miscanthus,sinensis,successional,Azonal & successional,abandoned quarry,subtropical,Palearctic,4.2 (3.7-6.8),1.4-4.9 g kg-1 (total C),,,100-200,1600,Asia,Japan,Aichi prefecture,Hazu,34deg47.00'N 137deg7.00'E,,LR1,FLR2,28S rDNA,Sanger,,Soil Science and Plant Nutrition,2008,Community structure of arbuscular mycorrhizal fungi associated with pioneer grass species Miscanthus sinensis in acid sulfate soils: habitat segregation along pH gradients,"An, G.H.; Miyakawa, S.; Kawahara, A.; Osaki, M.; Ezawa, T."
MOA43818,AB568500,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,,plant roots,,Magnoliidae,Rosanae,Fabales,Fabaceae,Glycine,max,anthropogenic,Anthropogenic ecosystem,experimental field,temperate,Palearctic,,,,,,,Asia,Japan,Hokkaido Prefecture,NARO Hokkaido Agricultural Research Center,42deg53.00'N 143deg4.00'E,,AMV4.5NF,AMDGR,18S rDNA,Sanger,,Japan Agricultural Research Quaterly,2014,Community of arbuscular mycorrhizal fungi in soybean roots after cultication with different cropping systems,"Kojima, T.; Oka, N.; Karasawa, T.; Okazaki, K.; Ando, S.; Takebe, M."
MOA43819,AB568506,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,,plant roots,,Magnoliidae,Rosanae,Fabales,Fabaceae,Glycine,max,anthropogenic,Anthropogenic ecosystem,experimental field,temperate,Palearctic,,,,,,,Asia,Japan,Hokkaido Prefecture,NARO Hokkaido Agricultural Research Center,42deg53.00'N 143deg4.00'E,,AMV4.5NF,AMDGR,18S rDNA,Sanger,,Japan Agricultural Research Quaterly,2014,Community of arbuscular mycorrhizal fungi in soybean roots after cultication with different cropping systems,"Kojima, T.; Oka, N.; Karasawa, T.; Okazaki, K.; Ando, S.; Takebe, M."
MOA43820,AB569113,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,,plant roots,,Magnoliidae,Rosanae,Fabales,Fabaceae,Glycine,max,anthropogenic,Anthropogenic ecosystem,experimental field,temperate,Palearctic,,,,,,,Asia,Japan,Hokkaido Prefecture,NARO Hokkaido Agricultural Research Center,42deg53.00'N 143deg4.00'E,,AMV4.5NF,AMDGR,18S rDNA,Sanger,,Japan Agricultural Research Quaterly,2014,Community of arbuscular mycorrhizal fungi in soybean roots after cultication with different cropping systems,"Kojima, T.; Oka, N.; Karasawa, T.; Okazaki, K.; Ando, S.; Takebe, M."
MOA25808,AB695047,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,,plant roots,,Magnoliidae,Rosanae,Rosales,Rosaceae,Pyrus,pyrifolia var. culta,anthropogenic,Anthropogenic ecosystem,pear orchard,subtropical,Palearctic,6.18,44.9 g/kg (total C),383.2 mg/kg (available P),3.64 g/kg (total N),,,Asia,Japan,Tottori Prefecture,Fukube,35deg32.23'N 134deg15.24'E,,AML1,AML2,18S rDNA,Sanger,,Microbes and Environments,2013,Communities of arbuscular mycorrhizal fungi in the roots of Pyrus pyrifolia var. culta (Japanese pear) in orchards with variable amounts of soil-available phosphorus,"Yoshimura, Y.; Ido, A.; Iwase, K.; Matsumoto, T.; Yamato, M."
MOA25678,AB746987,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,Yoshimura13b Arch1,,plant roots,,Magnoliidae,Asteranae,Lamiales,Plantaginaceae,Plantago,asiatica,anthropogenic,Anthropogenic ecosystem,pear orchard,subtropical,Palearctic,6,73.4 g/kg (total C),542.9 mg/kg (available P),5.55 g/kg (total N),,,Asia,Japan,Tottori Prefecture,Nakayama,35deg30.41'N 133deg33.53'E,,AML1,AML2,18S rDNA,Sanger,,Microbes and Environments,2013,Communities of Arbuscular Mycorrhizal Fungi in Pyrus pyrifolia var. culta (Japanese pear) and an Understory Herbaceous Plant Plantago asiatica,"Yoshimura, Y.; Ido, A.; Matsumoto, T.; Yamato, M."
MOA25679,AB746988,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,Yoshimura13b Arch1,,plant roots,,Magnoliidae,Asteranae,Lamiales,Plantaginaceae,Plantago,asiatica,anthropogenic,Anthropogenic ecosystem,pear orchard,subtropical,Palearctic,6,73.4 g/kg (total C),542.9 mg/kg (available P),5.55 g/kg (total N),,,Asia,Japan,Tottori Prefecture,Nakayama,35deg30.41'N 133deg33.53'E,,AML1,AML2,18S rDNA,Sanger,,Microbes and Environments,2013,Communities of Arbuscular Mycorrhizal Fungi in Pyrus pyrifolia var. culta (Japanese pear) and an Understory Herbaceous Plant Plantago asiatica,"Yoshimura, Y.; Ido, A.; Matsumoto, T.; Yamato, M."
MOA25680,AB746989,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,Yoshimura13b Arch1,,plant roots,,Magnoliidae,Asteranae,Lamiales,Plantaginaceae,Plantago,asiatica,anthropogenic,Anthropogenic ecosystem,pear orchard,subtropical,Palearctic,6,73.4 g/kg (total C),542.9 mg/kg (available P),5.55 g/kg (total N),,,Asia,Japan,Tottori Prefecture,Nakayama,35deg30.41'N 133deg33.53'E,,AML1,AML2,18S rDNA,Sanger,,Microbes and Environments,2013,Communities of Arbuscular Mycorrhizal Fungi in Pyrus pyrifolia var. culta (Japanese pear) and an Understory Herbaceous Plant Plantago asiatica,"Yoshimura, Y.; Ido, A.; Matsumoto, T.; Yamato, M."
MOA25681,AB746990,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,Yoshimura13b Arch2,,plant roots,,Magnoliidae,Asteranae,Lamiales,Plantaginaceae,Plantago,asiatica,anthropogenic,Anthropogenic ecosystem,pear orchard,subtropical,Palearctic,6,49 g/kg (total C),987.3 mg/kg (available P),4.29 g/kg (total N),,,Asia,Japan,Tottori Prefecture,Yura,35deg28.30'N 133deg44.30'E,,AML1,AML2,18S rDNA,Sanger,,Microbes and Environments,2013,Communities of Arbuscular Mycorrhizal Fungi in Pyrus pyrifolia var. culta (Japanese pear) and an Understory Herbaceous Plant Plantago asiatica,"Yoshimura, Y.; Ido, A.; Matsumoto, T.; Yamato, M."
MOA25682,AB746991,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,Yoshimura13b Arch2,,plant roots,,Magnoliidae,Asteranae,Lamiales,Plantaginaceae,Plantago,asiatica,anthropogenic,Anthropogenic ecosystem,pear orchard,subtropical,Palearctic,6,49 g/kg (total C),987.3 mg/kg (available P),4.29 g/kg (total N),,,Asia,Japan,Tottori Prefecture,Yura,35deg28.30'N 133deg44.30'E,,AML1,AML2,18S rDNA,Sanger,,Microbes and Environments,2013,Communities of Arbuscular Mycorrhizal Fungi in Pyrus pyrifolia var. culta (Japanese pear) and an Understory Herbaceous Plant Plantago asiatica,"Yoshimura, Y.; Ido, A.; Matsumoto, T.; Yamato, M."
MOA25683,AB746992,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,Yoshimura13b Arch2,,plant roots,,Magnoliidae,Asteranae,Lamiales,Plantaginaceae,Plantago,asiatica,anthropogenic,Anthropogenic ecosystem,pear orchard,subtropical,Palearctic,6,49 g/kg (total C),987.3 mg/kg (available P),4.29 g/kg (total N),,,Asia,Japan,Tottori Prefecture,Yura,35deg28.30'N 133deg44.30'E,,AML1,AML2,18S rDNA,Sanger,,Microbes and Environments,2013,Communities of Arbuscular Mycorrhizal Fungi in Pyrus pyrifolia var. culta (Japanese pear) and an Understory Herbaceous Plant Plantago asiatica,"Yoshimura, Y.; Ido, A.; Matsumoto, T.; Yamato, M."
MOA43583,AB909081,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,Yamato14 Arc1,,plant roots,,Magnoliidae,Lilianae,Petrosaviales,Petrosaviaceae,Japonolirion,osense,,,,subtropical,Palearctic,,,,,,,Asia,Japan,Gunma Prefecture,Shibutsu,36deg54.00'N 139deg12.00'E,,AML1,AML2,18S rDNA,Sanger,,Journal of Plant Research,2014,Significant difference in mycorrhizal specificity between an autotrophic and its sister mycoheterotrophic plant species of Petrosaviaceae,"Yamato, M.; Ogura-Tsujita, Y.; Takahashi, H.; Yukawa, T."
MOA43584,AB909083,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,Yamato14 Arc1,,plant roots,,Magnoliidae,Lilianae,Petrosaviales,Petrosaviaceae,Japonolirion,osense,,,,subtropical,Palearctic,,,,,,,Asia,Japan,Gunma Prefecture,Shibutsu,36deg54.00'N 139deg12.00'E,,AML1,AML2,18S rDNA,Sanger,,Journal of Plant Research,2014,Significant difference in mycorrhizal specificity between an autotrophic and its sister mycoheterotrophic plant species of Petrosaviaceae,"Yamato, M.; Ogura-Tsujita, Y.; Takahashi, H.; Yukawa, T."
MOA43585,AB909087,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,Yamato14 Arc2,,plant roots,,Magnoliidae,Lilianae,Petrosaviales,Petrosaviaceae,Japonolirion,osense,,,,subtropical,Palearctic,,,,,,,Asia,Japan,Gunma Prefecture,Tanigawadake,36deg50.00'N 138deg54.00'E,,AML1,AML2,18S rDNA,Sanger,,Journal of Plant Research,2014,Significant difference in mycorrhizal specificity between an autotrophic and its sister mycoheterotrophic plant species of Petrosaviaceae,"Yamato, M.; Ogura-Tsujita, Y.; Takahashi, H.; Yukawa, T."
MOA43586,AB909091,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,Yamato14 Arc2,,plant roots,,Magnoliidae,Lilianae,Petrosaviales,Petrosaviaceae,Japonolirion,osense,,,,subtropical,Palearctic,,,,,,,Asia,Japan,Gunma Prefecture,Tanigawadake,36deg50.00'N 138deg54.00'E,,AML1,AML2,18S rDNA,Sanger,,Journal of Plant Research,2014,Significant difference in mycorrhizal specificity between an autotrophic and its sister mycoheterotrophic plant species of Petrosaviaceae,"Yamato, M.; Ogura-Tsujita, Y.; Takahashi, H.; Yukawa, T."
MOA43571,AB909114,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,Yamato14 Amb1,,plant roots,,Magnoliidae,Lilianae,Petrosaviales,Petrosaviaceae,Japonolirion,osense,,,,temperate,Palearctic,,,,,,,Asia,Japan,Hokkaido Prefecture,Teshio,44deg53.00'N 141deg44.00'E,,AML1,AML2,18S rDNA,Sanger,,Journal of Plant Research,2014,Significant difference in mycorrhizal specificity between an autotrophic and its sister mycoheterotrophic plant species of Petrosaviaceae,"Yamato, M.; Ogura-Tsujita, Y.; Takahashi, H.; Yukawa, T."
ESA00956,AF131054,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,Other1,VTX00005,plant roots,,Magnoliidae,Lilianae,Asparagales,Asparagaceae,Hyacinthoides,non-scripta,forest,Temperate broadleaf & mixed forest,temperate broad-leaved forest,temperate,Palearctic,,,,,50,,Europe,United Kingdom,England,Pretty Wood,54deg7.12'N 0deg54.47'W,,NS31,AM1,18S rDNA,Sanger,,Molecular Ecology,1999,Molecular diversity of arbuscular mycorrhizal fungi colonising Hyacinthoides non-scripta (bluebell) in a seminatural woodland,"Helgason, T.; Fitter, A.H.; Young, J.P.W."
