MaarjAM accession number,GenBank accession number,Fungal class,Fungal order,Fungal family,Fungal genus,Fungal species,VTX,Source,Source specify,Host subclass,Host superorder,Host order,Host family,Host genus,Host species,Ecosystem,Biome,Habitat,Climatic zone,Biogeo realm,Soil pH,C content,P content,N content,Altitude (m),Average annual precipitation (mm),Continent,Country,State,Location,Coordinates,Culture code,Forward primer,Reverse primer,Marker region,Sequencing method,Sequencing chemistry,Journal,Year,Title,Authors
MOA25809,AB695049,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,sp.,,plant roots,,Magnoliidae,Rosanae,Rosales,Rosaceae,Pyrus,pyrifolia var. culta,anthropogenic,Anthropogenic ecosystem,pear orchard,subtropical,Palearctic,6.43,80.5 g/kg (total C),554.7 mg/kg (available P),5.24 g/kg (total N),,,Asia,Japan,Tottori Prefecture,Nakayama,35deg30.41'N 133deg33.53'E,,AML1,AML2,18S rDNA,Sanger,,Microbes and Environments,2013,Communities of arbuscular mycorrhizal fungi in the roots of Pyrus pyrifolia var. culta (Japanese pear) in orchards with variable amounts of soil-available phosphorus,"Yoshimura, Y.; Ido, A.; Iwase, K.; Matsumoto, T.; Yamato, M."
MOA25675,AB746984,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,Yoshimura13b Para1,,plant roots,,Magnoliidae,Rosanae,Rosales,Rosaceae,Pyrus,pyrifolia,anthropogenic,Anthropogenic ecosystem,pear orchard,subtropical,Palearctic,6,73.4 g/kg (total C),542.9 mg/kg (available P),5.55 g/kg (total N),,,Asia,Japan,Tottori Prefecture,Nakayama,35deg30.41'N 133deg33.53'E,,AML1,AML2,18S rDNA,Sanger,,Microbes and Environments,2013,Communities of Arbuscular Mycorrhizal Fungi in Pyrus pyrifolia var. culta (Japanese pear) and an Understory Herbaceous Plant Plantago asiatica,"Yoshimura, Y.; Ido, A.; Matsumoto, T.; Yamato, M."
MOA25676,AB746985,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,Yoshimura13b Para1,,plant roots,,Magnoliidae,Rosanae,Rosales,Rosaceae,Pyrus,pyrifolia,anthropogenic,Anthropogenic ecosystem,pear orchard,subtropical,Palearctic,6,73.4 g/kg (total C),542.9 mg/kg (available P),5.55 g/kg (total N),,,Asia,Japan,Tottori Prefecture,Nakayama,35deg30.41'N 133deg33.53'E,,AML1,AML2,18S rDNA,Sanger,,Microbes and Environments,2013,Communities of Arbuscular Mycorrhizal Fungi in Pyrus pyrifolia var. culta (Japanese pear) and an Understory Herbaceous Plant Plantago asiatica,"Yoshimura, Y.; Ido, A.; Matsumoto, T.; Yamato, M."
MOA25677,AB746986,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,Yoshimura13b Para1,,plant roots,,Magnoliidae,Asteranae,Lamiales,Plantaginaceae,Plantago,asiatica,anthropogenic,Anthropogenic ecosystem,pear orchard,subtropical,Palearctic,6,73.4 g/kg (total C),542.9 mg/kg (available P),5.55 g/kg (total N),,,Asia,Japan,Tottori Prefecture,Nakayama,35deg30.41'N 133deg33.53'E,,AML1,AML2,18S rDNA,Sanger,,Microbes and Environments,2013,Communities of Arbuscular Mycorrhizal Fungi in Pyrus pyrifolia var. culta (Japanese pear) and an Understory Herbaceous Plant Plantago asiatica,"Yoshimura, Y.; Ido, A.; Matsumoto, T.; Yamato, M."
MOA25684,AB746993,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,sp.,,plant roots,,Magnoliidae,Asteranae,Lamiales,Plantaginaceae,Plantago,asiatica,anthropogenic,Anthropogenic ecosystem,pear orchard,subtropical,Palearctic,6,49 g/kg (total C),987.3 mg/kg (available P),4.29 g/kg (total N),,,Asia,Japan,Tottori Prefecture,Yura,35deg28.30'N 133deg44.30'E,,AML1,AML2,18S rDNA,Sanger,,Microbes and Environments,2013,Communities of Arbuscular Mycorrhizal Fungi in Pyrus pyrifolia var. culta (Japanese pear) and an Understory Herbaceous Plant Plantago asiatica,"Yoshimura, Y.; Ido, A.; Matsumoto, T.; Yamato, M."
MOA25685,AB746994,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,sp.,,plant roots,,Magnoliidae,Asteranae,Lamiales,Plantaginaceae,Plantago,asiatica,anthropogenic,Anthropogenic ecosystem,pear orchard,subtropical,Palearctic,6,49 g/kg (total C),987.3 mg/kg (available P),4.29 g/kg (total N),,,Asia,Japan,Tottori Prefecture,Yura,35deg28.30'N 133deg44.30'E,,AML1,AML2,18S rDNA,Sanger,,Microbes and Environments,2013,Communities of Arbuscular Mycorrhizal Fungi in Pyrus pyrifolia var. culta (Japanese pear) and an Understory Herbaceous Plant Plantago asiatica,"Yoshimura, Y.; Ido, A.; Matsumoto, T.; Yamato, M."
MOA05039,AF004675,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,occultum,,cultured spores,,,,,,,,anthropogenic,Anthropogenic ecosystem,arable land,temperate,Nearctic,,,,,,,North America,USA,Iowa,"Rhodes Farm, Marshall County",42deg2.00'N 92deg56.00'W,IA702,ITS1Kpn,ITS4Pst,ITS,Sanger,,Mycorrhiza,2001,Taxon-specific oligonucleotide primers for detection of Glomus etunicatum,"Millner, P.D.; Mulbry, W.W.; Reynolds, S.L."
MOA05040,AF004676,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,occultum,,cultured spores,,,,,,,,anthropogenic,Anthropogenic ecosystem,arable land,temperate,Nearctic,,,,,,,North America,USA,Iowa,Rhodes farm,42deg2.00'N 92deg56.00'W,IA702,ITS1Kpn,ITS4Pst,ITS,Sanger,,FEMS Microbiology Letters,2001,"Taxon-specific oligonucleotide primers for detection of two ancient endomycorrhizal fungi, Glomus occultum and Glomus brasilianum","Millner, P.D.; Mulbry, W.W.; Reynolds, S.L."
MOA05041,AF004678,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,occultum,,cultured spores,,,,,,,,culture,,culture,tropical,Neotropic,,,,,,,South America,Colombia,Cauca,Quilichao,3deg0.00'N 76deg28.00'W,CL700,ITS1Kpn,ITS4Pst,ITS,Sanger,,FEMS Microbiology Letters,2001,"Taxon-specific oligonucleotide primers for detection of two ancient endomycorrhizal fungi, Glomus occultum and Glomus brasilianum","Millner, P.D.; Mulbry, W.W.; Reynolds, S.L."
MOA05049,AF005062,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,occultum,,cultured spores,,,,,,,,culture,,culture,subtropical,Nearctic,,,,,,,North America,USA,Florida,,0deg0.00' 0deg0.00',FL703,ITS1Kpn,ITS4Pst,ITS,Sanger,,FEMS Microbiology Letters,2001,"Taxon-specific oligonucleotide primers for detection of two ancient endomycorrhizal fungi, Glomus occultum and Glomus brasilianum","Millner, P.D.; Mulbry, W.W.; Reynolds, S.L."
MOA05050,AF005065,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,occultum,,cultured spores,,,,,,,,culture,,culture,tropical,Neotropic,,,,,,,South America,Colombia,,,0deg0.00' 0deg0.00',CL383,ITS1Kpn,ITS4Pst,ITS,Sanger,,FEMS Microbiology Letters,2001,"Taxon-specific oligonucleotide primers for detection of two ancient endomycorrhizal fungi, Glomus occultum and Glomus brasilianum","Millner, P.D.; Mulbry, W.W.; Reynolds, S.L."
MOA05051,AF005481,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,occultum,,cultured spores,,,,,,,,culture,,culture,tropical,Neotropic,,,,,,,South America,Colombia,,,0deg0.00' 0deg0.00',CL383,ITS1Kpn,ITS4Pst,ITS,Sanger,,FEMS Microbiology Letters,2001,"Taxon-specific oligonucleotide primers for detection of two ancient endomycorrhizal fungi, Glomus occultum and Glomus brasilianum","Millner, P.D.; Mulbry, W.W.; Reynolds, S.L."
MOA05052,AF165918,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,brasilianum,,cultured spores,,,,,,,,culture,,culture,,,,,,,,,,,,,0deg0.00' 0deg0.00',ITH43,ITS1Kpn,ITS4Pst,ITS,Sanger,,FEMS Microbiology Letters,2001,"Taxon-specific oligonucleotide primers for detection of two ancient endomycorrhizal fungi, Glomus occultum and Glomus brasilianum","Millner, P.D.; Mulbry, W.W.; Reynolds, S.L."
MOA05053,AF165920,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,brasilianum,,cultured spores,,,,,,,,anthropogenic,Anthropogenic ecosystem,disturbed mine site,subtropical,Nearctic,,,,,,,North America,USA,West Virginia,Mingo County,37deg45.00'N 82deg10.00'W,WV224,ITS1Kpn,ITS4Pst,ITS,Sanger,,FEMS Microbiology Letters,2001,"Taxon-specific oligonucleotide primers for detection of two ancient endomycorrhizal fungi, Glomus occultum and Glomus brasilianum","Millner, P.D.; Mulbry, W.W.; Reynolds, S.L."
MOA05054,AF165921,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,brasilianum,,cultured spores,,,,,,,,anthropogenic,Anthropogenic ecosystem,disturbed mine site,subtropical,Nearctic,,,,,,,North America,USA,West Virginia,Mingo County,37deg45.00'N 82deg10.00'W,WV224,ITS1Kpn,ITS4Pst,ITS,Sanger,,FEMS Microbiology Letters,2001,"Taxon-specific oligonucleotide primers for detection of two ancient endomycorrhizal fungi, Glomus occultum and Glomus brasilianum","Millner, P.D.; Mulbry, W.W.; Reynolds, S.L."
MOA05055,AF165922,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,brasilianum,,cultured spores,,,,,,,,anthropogenic,Anthropogenic ecosystem,disturbed mine site,subtropical,Nearctic,,,,,,,North America,USA,West Virginia,Mingo County,37deg45.00'N 82deg10.00'W,WV224,ITS1Kpn,ITS4Pst,ITS,Sanger,,FEMS Microbiology Letters,2001,"Taxon-specific oligonucleotide primers for detection of two ancient endomycorrhizal fungi, Glomus occultum and Glomus brasilianum","Millner, P.D.; Mulbry, W.W.; Reynolds, S.L."
ESA02057,AF202299,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,sp.,VTX00002,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Arrhenatherum,elatius,grassland,Temperate seminatural grassland,grassland,temperate,Palearctic,,,,,,,Europe,France,Pays de la Loire,Mortagne,46deg59.00'N 0deg57.00'W,,AU2,AUPH1,18S rDNA,Sanger,,Science,2002,Extensive fungal diversity in plant roots,"Vandenkoornhuyse, P.; Baldauf, S.L.; Leyval, C; Straczek, J.; Young, J.P.W."
ESA02274,AJ006798,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,occultum,VTX00238,cultured spores,CL700,unspecified subclass,,,unspecified family,unspecified genus,unspecified species,culture,,culture,tropical,Neotropic,4.3,"7,1% (organic matter)",2 ppm,,,,South America,Colombia,Cauca,Quilichao,3deg0.22'N 76deg28.29'W,CL700,see notes,see notes,18S rDNA,Sanger,,Molecular Phylogenetics and Evolution,2000,Ancestral lineages of arbuscular mycorrhizal fungi (Glomales),"Redecker, D.; Morton, J.B.; Bruns, T.D."
ESA02272,AJ006799,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,occultum,VTX00238,cultured spores,HA771,unspecified subclass,,,unspecified family,unspecified genus,unspecified species,successional,Azonal & successional,sand dune,subtropical,Oceania,,,,,,,Oceania,Hawaii,Hawaii,,0deg0.00' 0deg0.00',HA771,see notes,see notes,18S rDNA,Sanger,,Molecular Phylogenetics and Evolution,2000,Ancestral lineages of arbuscular mycorrhizal fungi (Glomales),"Redecker, D.; Morton, J.B.; Bruns, T.D."
ESA02276,AJ012112,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,brasilianum,,cultured spores,WV219,unspecified subclass,,,unspecified family,unspecified genus,unspecified species,anthropogenic,Anthropogenic ecosystem,disturbed mine site,subtropical,Nearctic,6.3-7.0,,< 10 (Âµg/g),,,,North America,USA,West Virginia,Mingo County,38deg30.00'N 80deg3.00'W,WV219,ITS1F,ITS4,ITS,Sanger,,Molecular Phylogenetics and Evolution,2000,Ancestral lineages of arbuscular mycorrhizal fungi (Glomales),"Redecker, D.; Morton, J.B.; Bruns, T.D."
